Gene
FCGR1BP
IFI27
CASP8
ISG15
GADD45B
SMARCD3
FUT4
MX1
USP7
RSAD2
SRSF4
SOCS1
IFI6
LY6E
EPSTI1
ABCB1
IFITM3
OAS3
HERC5
LAMP3
REC8
PLEKHA1
GPR84
IFIT1
IFI44
JAK1
OASL
WDR59
IFIH1
HNRNPH1
IFI44L
IL2RB
GSTO1
TNFAIP6
NFKBIA
TLR10
KLRB1
TNFAIP3
IRF7
PTTG1
HP
USP18
LGALS1
GNG5
RNF125
RNASE2
F12
HNRNPDL
BATF2
SH2D1B
IFI35
FYN
TXNDC17
FCRL2
RNF31
IFI27L2
PTMS
MT2A
