Gene,MDG
OLFM4,0.001202650227186415
CFP,0.0011846936686746312
DYSF,0.0011750015774764108
CD247,0.0011596710636938993
SMIM24,0.0011586106866299545
ADGRG1,0.0011470331629614848
MMS19,0.0011462190055182805
CRY1,0.0011449200342244304
FFAR2,0.0011433924059977727
CBLB,0.0011021798164410248
MT1F,0.0010985321130034282
SAP30,0.001093007952396856
GINS2,0.0010913852676040095
C1QC,0.001076868829885985
MAD2L1BP,0.0010762506939590495
RNASE3,0.001074917257647465
CSRNP1,0.0010560233698881454
IL7R,0.001052360991935311
EHD4,0.0010471015373662794
CENPW,0.0010065003950311443
ATG16L1,0.0010011978691237243
TTC14,0.0009987874496293861
ZNF264,0.0009982310833982534
CD200R1,0.0009949644788383892
HLX,0.0009922352228158367
EIF2AK2,0.0009912520037130656
CKAP4,0.000983341369912558
TAF6L,0.0009774251056621347
SASH1,0.0009588039405161049
TIMM10,0.000954734389334357
CEBPE,0.0009502245776443249
CAPG,0.0009469117474760908
OGT,0.0009378168376803702
PTGDS,0.0009370158085852504
STARD8,0.000930558984019053
CEACAM8,0.000928810098578021
FCMR,0.0009125701225964105
TBC1D31,0.0008983568689009936
TRMT13,0.0008933694762217408
BATF,0.000865217969325333
CREG1,0.0008630932962530392
PAQR8,0.0008278735042923387
ZCCHC18,0.0008222525847905291
TLR10,0.0008201725561597113
FCER1A,0.0008027331476687182
ZDHHC19,0.0007905360211706825
SERPINB8,0.000780921908299444
KLHL3,0.0007796340676509502
TMEM121B,0.0007791892346752418
GNLY,0.0007769719089030047
CYSTM1,0.0007688003019897893
CARD16,0.0007626644961665593
TAGAP,0.0007574160139834324
SLC22A4,0.0007527067506947101
CINP,0.0007484362092995334
SPSB3,0.0007449037122732114
CDKN1A,0.0007391386632809578
UBALD2,0.0007384767303034701
ROMO1,0.0007220603344505864
SP110,0.0006940666686242972
SERPINB1,0.0006874120563876186
SLC4A7,0.0006821308249966713
CCR1,0.0006810081377689524
SWAP70,0.0006720059353578576
COL17A1,0.0006712542067660593
SLC26A8,0.0006561108500154479
TSEN54,0.0006413164152219528
ADM,0.0006370770317904315
PBXIP1,0.0006304196932255086
CARNS1,0.0006270546264663308
ITPK1,0.0006240468955027305
MIAT,0.000622907314643947
F5,0.0006179035924127952
PCLAF,0.0006157808598374316
RELB,0.0006043959457501724
LCN2,0.0006021201759275018
STT3B,0.0006011830016943066
BST1,0.0005939173477963954
RETN,0.0005884652226153528
ZRSR2,0.0005715156206772097
PTTG1,0.0005579914572767353
QSOX1,0.0005578889798629336
AHSA2P,0.0005563731884909791
KIR3DL1,0.0005512732919505127
LTF,0.0005475722755262066
IFFO2,0.0005473261158294574
BRSK1,0.0005413563504133952
TRIM21,0.0005408041253343925
LILRA5,0.0005384580360250668
RPL4,0.0005325166219574722
ANXA3,0.0005316739898681376
PHPT1,0.000530051086718362
ZNF721,0.0005116938972923313
CARD6,0.00050929211190649
EIF3D,0.0004966612440208574
CITED4,0.0004954604039067957
FGFBP2,0.0004916131212997966
LBH,0.00047917908400171947
HTATIP2,0.00047476358886697304
ZNFX1,0.00047307027007752677
TRIM25,0.00047262363123218586
ZNF529,0.00047247422111874833
NFIL3,0.00046388398765901756
CXCL10,0.00046258573376304143
HDC,0.0004607896231698115
EEF2,0.00045894671413334513
SH3GLB1,0.00045472053488127207
CASP5,0.00045154829650455547
BEX1,0.000445105520583948
ZNF30,0.00043943764047794915
EPHA4,0.00043713316757918217
TLR2,0.00043271179829865966
POLM,0.0004322339777263125
SIGLEC9,0.00043071225802507573
ZDHHC8,0.0004214356524729415
TLE4,0.00041858690107843055
MYB,0.000416777041156166
RAB32,0.0004161538316518441
VPS51,0.00041392357838166273
GARRE1,0.00041337432175166295
SIGLEC5,0.0004121222886380443
CKS2,0.000411222848574779
SRSF8,0.0004099321949998489
PRKCQ-AS1,0.0004057873301519458
TBC1D2,0.00040239366364152885
MATK,0.0003952159002985093
FAR2,0.00039011843087041683
PHOSPHO1,0.000387280426723373
STX16,0.0003868171861906728
RNF122,0.00038456147942737546
B4GALT5,0.0003794002342268876
IL1B,0.00037863614014334356
DHDDS,0.00037584236002972455
DRAP1,0.0003754648120827199
CD28,0.0003744316267162421
KIAA0319L,0.0003740771988519595
PRSS23,0.000371628155062952
VAMP5,0.00037060378525248505
SAMD9L,0.0003698633685686087
ADAR,0.00036985242676120455
CERK,0.00036839991713636397
ASGR2,0.0003683738541425873
NPRL2,0.0003680255380279701
AZU1,0.00036761158543963064
MEGF6,0.00036699534030934457
LINC01686,0.0003665434419864378
LOC374443,0.0003629808625828378
LGALS9,0.00035732700792422036
S1PR5,0.00035634034453638544
MNDA,0.0003536776819655899
GP1BA,0.0003527736939040954
TGFBR3,0.00035271493976954735
NEXN,0.0003485450152730712
HELZ2,0.00034467350351729436
MIIP,0.00034066282099444456
ZNF213,0.00033902286515657856
ATOX1,0.00033885044221692906
CD96,0.00033848954154160326
ZNF792,0.00033430200856086553
ANG,0.0003293096120874386
CYB561A3,0.00032914212435042247
TMC6,0.0003285792852158807
GADD45A,0.00032189596995420923
MPO,0.00032085970560751
JUP,0.0003174184442438677
TNFRSF25,0.000315297506335979
CAPRIN2,0.00031427095571323274
KLF12,0.00031394710532722635
PIK3IP1,0.00031281713515195713
SPOCK2,0.0003120901270990564
H2BC5,0.00031029449566322793
SESN1,0.000305709078801995
CFC1B,0.00030568874877005657
CLDN15,0.00030064587224564766
CDCA5,0.00029210926927386745
PRC1,0.0002903259081869972
SLPI,0.00028753753739146676
CTSG,0.00028734923998040464
ITFG2,0.00028621145958753055
CCNB2,0.00028341053552135756
PRTN3,0.0002819370841779458
SHISA5,0.0002814810536016397
ZNF831,0.00027829185794014954
MARCKS,0.000278009429020423
TFF3,0.00027464519822675067
PCID2,0.00027375264029322517
UHRF1,0.00027077309457094404
FBXL18,0.00026399385752483187
H1-0,0.00026170889848556203
SCO2,0.0002603521656537117
IL2RB,0.00026031903365535407
WDR6,0.0002601221095470782
HLA-DPA1,0.0002593745972228597
TOMM40L,0.0002591335765132237
MFSD3,0.00025876886205987036
RMI2,0.00025375725505788504
SCD,0.00024900023786161916
LIN7A,0.00024886748336241157
IDH1,0.00024570045053642035
ATXN7L3B,0.00024197293523558198
CAMP,0.00023826682170919762
FOXO1,0.00023817963634919435
TOR1A,0.00023558617834662865
DRAM1,0.00023445687340587813
LTB4R,0.00023267871889876202
MVD,0.00022942680908680411
RPS23,0.00022837960787845302
GSN,0.0002280280465814755
SLC38A1,0.0002266592536403866
REV1,0.00022528698579472162
STYXL1,0.00022381740154473837
FXYD6,0.00022376538739102506
ACTR1B,0.00022283308066891594
S100A9,0.0002189331627503882
TMEM140,0.00021652965334037122
KCNJ15,0.00021613528939760842
ZNF767P,0.00021144410588593858
S100A8,0.0002096398730588509
AP5B1,0.00020948508493165806
MYD88,0.00020917071369925289
RNASE2CP,0.00020836770889690322
H2BC4,0.0002072528547049078
ARIH2,0.0002069440930840221
KCNJ2,0.00020689090244976544
RILPL2,0.00020377106737260646
ZNF540,0.0002031326256343829
DYNLT1,0.00020301438684631266
AXIN2,0.00020294210896596286
DDIT3,0.00020109577097230242
NSMCE2,0.00020098764796485448
CD38,0.00019999893669909208
MYL9,0.00019882654131902924
TCN1,0.00019745281478499865
OSCAR,0.00019656979704420002
CXCR6,0.0001960298706421647
LOC100190986,0.0001857196516111219
FCAR,0.000185342078951709
HERC6,0.00018521537043689003
AGTRAP,0.00018423470878050274
GZMK,0.0001827081845551742
ELANE,0.0001800532978726348
PPP1R3E,0.00017824248160395304
NMI,0.0001781693617328693
TK1,0.00017782343075311815
MOAP1,0.00017697930275545868
EIF4B,0.00017471073094953957
DEFA4,0.00017125646835146596
TBC1D4,0.00016921808583989794
TEX2,0.00016833005897171343
SLC2A5,0.00016572121773420414
ABLIM3,0.0001656047850737566
CEP95,0.00016296503697984504
S100A12,0.0001624218985466981
TOR1B,0.0001618537466394012
ARHGEF18,0.00016068317586515196
TMEM60,0.00015878790546212368
CD14,0.00015558739735210402
CHMP5,0.0001550909270728836
LPIN1,0.00015323127738685533
S1PR3,0.00014770913927119022
ATP6V0E2,0.00014648222524733603
MED13L,0.00014614935822636674
ZNF439,0.0001446275334055901
PPP1R3D,0.0001444063686544723
CD1C,0.00014117647058823544
TYMP,0.0001375486081141563
PASK,0.0001368577413921168
LTBR,0.00013659651066186775
NUSAP1,0.00013588337418300766
RING1,0.00013470512321174044
DHX58,0.00013385586567542633
TYMS,0.0001332348425099589
H2BC6,0.00013249519233170929
RPL3,0.00012968366093365447
METAP1,0.0001294752565807188
IMP4,0.00012784878126731081
CARD19,0.00012727461315782302
ENO2,0.0001267266004218873
CEACAM6,0.00012399150743099948
GPR183,0.00012306383913289983
ZBTB40,0.00012112300844695235
ASB1,0.00012055482479034001
AKR1C3,0.0001177029621819957
HNRNPD,0.0001147162327575947
BANK1,0.00011377729372705439
ZNF211,0.00011330788904594802
SAMSN1,0.00011181822267163618
SLC7A6,0.00010998997106644907
FBN2,0.0001082933914306469
GLYCTK,0.00010553493421699326
CLEC4D,0.00010521395181588671
MAFB,0.0001049459015560713
UNC93B1,0.00010372415938490135
EP300,0.0001029702848874517
IRF9,0.00010118811408895631
MEFV,0.00010046563814866754
GYG1,9.976113057266407e-05
PBX4,9.702533821547123e-05
PPP1R2,9.501484606969894e-05
SPHK2,9.462365591397894e-05
DOK3,8.822181992913797e-05
NEU1,8.45612560552862e-05
STMN3,8.405939117653352e-05
EEF1G,8.22535211267606e-05
PRAG1,8.10538325899831e-05
UBE2L6,7.864121043067935e-05
MYDGF,7.855386186120605e-05
CCDC106,7.739412413826737e-05
TUBGCP6,7.728715257845e-05
FMNL1,7.724371337447011e-05
PRDX4,7.70080638392408e-05
MCEMP1,7.595801975330508e-05
ZCWPW1,7.557292248148558e-05
FRMD3,7.524281466798709e-05
IL11RA,7.389986636332076e-05
SKAP1,7.31627765924778e-05
TLR5,7.254783558308786e-05
IFITM2,7.134335480792215e-05
PSG9,6.849315068493185e-05
LRMDA,6.648199397660978e-05
TUT1,5.974576271186441e-05
ANAPC16,5.7163170991823824e-05
RPL13A,5.5366998086709185e-05
HDAC1,5.291763462210675e-05
FLNA,5.194805194805244e-05
LY9,5.191125447308705e-05
TXNDC12,5.189620758483095e-05
CDKN1B,5.1224409297029404e-05
RAB11FIP4,5.117328713206234e-05
TCF25,5.0616050616050696e-05
CFD,4.888642134301982e-05
SP100,4.8567648235329765e-05
DIP2B,4.856283724733628e-05
FPR1,4.826075793867916e-05
EIF3L,4.6681003584231486e-05
STRBP,4.594740611375833e-05
KIFC2,3.969107815261672e-05
DHRS9,3.9048097871627404e-05
COQ10A,3.792576457568509e-05
CDC42SE2,3.2461762426031576e-05
GIMAP8,3.136889510055142e-05
SIRPA,2.9833234119281786e-05
VNN1,2.9779618550902502e-05
MAK,2.9132231404958433e-05
NPRL3,2.79568092408131e-05
KIAA1958,2.7582026218079866e-05
ATF7IP2,2.74204532972086e-05
DKC1,2.742045329720719e-05
RRAGD,2.6950198876205873e-05
ZNF395,2.692731053827953e-05
PLEKHO2,2.686426210453672e-05
LY96,2.6529159961026138e-05
HES4,2.6529159961026083e-05
UBE2J1,2.6158493055382986e-05
GPER1,2.6158493055382065e-05
C1QB,2.611534276387381e-05
UBR2,2.611111111111149e-05
MTARC1,2.545771578029669e-05
PNN,2.5446623093682533e-05
GSDMB,2.5129327085742313e-05
CD7,2.4873936709159088e-05
SMCO4,2.4128966124800556e-05
HCK,2.409351965324169e-05
TC2N,2.399999999999943e-05
RPS27A,2.3940091472589063e-05
MRPS26,2.34538152610445e-05
ZNF438,2.3340501792114405e-05
SH3BP5L,2.3155312874120232e-05
MRPL20-AS1,2.2938618769684735e-05
CLEC5A,2.2912510686805778e-05
GRN,2.1629629629630408e-05
RPS27,1.3170688352664447e-05
GLIPR2,4.033375892671985e-06
ECHDC3,3.1654095115620582e-18
IFI30,2.134260294177335e-18
HLA-DPB1,1.774509243166511e-18
JAK2,1.7057883242898957e-18
RIGI,1.5291602546601664e-18
PLAUR,1.473342101290295e-18
EPC1,1.1766993415317235e-18
RETSAT,8.51102326113385e-19
TIMP2,8.357923852722608e-19
RPS14,7.43670351217141e-19
MAPKAPK5-AS1,6.6613381477509625e-19
DDX60L,6.42343321390271e-19
ADAP2,5.417243066712298e-19
MEX3C,3.1553707015662317e-19
CMC2,2.736893708798483e-19
CTSZ,2.7015426932545423e-19
STAT4,2.2828960943854776e-19
GORASP1,1.2930378830359005e-19
RPA2,1.0619778870152922e-19
ZNF296,8.444661973742959e-20
CBX7,8.380428393067487e-20
KDM3B,8.008729558441565e-20
CTSA,7.959572123521073e-20
RPS3,7.888426753915624e-20
C6orf136,4.0043647792207766e-20
ACTL6A,3.7124877920406795e-20
F2RL1,3.6772400299276056e-20
MARCKSL1,3.644997189740296e-20
OSM,0.0
NQO2,0.0
KCTD20,0.0
FBL,0.0
RIN2,0.0
AIM2,0.0
LCMT2,0.0
HMOX1,0.0
SLC25A25-AS1,0.0
BPI,0.0
BCL7C,0.0
DDAH2,0.0
DGCR6L,0.0
SPG11,0.0
TXN,0.0
QARS1,0.0
RPS13,0.0
EEF1B2,0.0
IFITM1,0.0
IFTAP,0.0
ANXA2R,0.0
NAA10,0.0
XRCC1,0.0
LAP3,0.0
