"","GSM2159829","GSM2159830","GSM2159831","GSM2159832","GSM2159833","GSM2159834","GSM2159835","GSM2159836","GSM2159837","GSM2159838","GSM2159839","GSM2159840","GSM2159841","GSM2159842","GSM2159843","GSM2159844","GSM2159845","GSM2159846","GSM2159847","GSM2159848","GSM2159849","GSM2159850","GSM2159851","GSM2159852","GSM2159853","GSM2159854","GSM2159855","GSM2159856","GSM2159857","GSM2159858","GSM2159859","GSM2159860","GSM2159861","GSM2159862","GSM2159863","GSM2159864","GSM2159865","GSM2159866","GSM2159867","GSM2159868"
"ZSWIM6",9.584459536,8.912801335,9.526296759,9.539600278,9.080841772,9.285257942,9.526296759,9.067081509,10.03113325,9.619070528,9.101125294,9.558277967,9.667214284,9.200892476,9.427846029,10.10068993,9.621325712,9.622873263,9.477201518,8.338317577,8.9852767,9.651957756,9.128594481,9.707276296,9.555455935,9.501861064,9.621584149,10.00590801,9.784505292,9.403866732,9.041669281,9.758247537,9.653411545,9.738370974,9.803456961,9.196686706,9.831174846,9.643318686,9.032521586,10.0049297
"NIF3L1",10.47093946,10.39571299,10.62181288,10.5053362,10.44911872,10.37046619,10.45891203,10.40458385,10.18998142,10.32493658,10.368286,10.15139588,10.25349061,10.33982663,10.09494331,10.21677253,10.29763508,9.847032596,10.04033493,9.806754694,10.17162468,9.812501595,10.15950431,10.00915119,10.09719202,10.01408047,10.32071031,10.08546582,10.40330181,10.19571423,10.39517958,9.908019213,9.680348446,10.03836896,10.33115208,10.25619925,10.11829742,9.840317037,10.06832821,9.688734798
"TDG",9.234041137,9.631877301,9.454441101,9.499655986,9.21867894,9.269656532,9.45878581,9.607934974,10.22451842,10.16396742,9.352671192,9.342784155,9.228906059,9.283082688,9.2722844,9.630041167,9.45994145,9.431675027,9.404494298,9.391737464,9.365129445,9.31436524,9.193770838,9.165736021,9.416701532,9.45998623,9.49069222,9.466443228,9.674433575,9.262438141,9.293897421,9.483407943,8.968808013,9.200872244,9.147147262,9.075771563,9.466765604,9.414651136,9.275778551,9.277733236
"LRRC57",7.858448823,7.644347606,7.891651858,7.621832782,7.820352923,7.779941837,7.692128423,7.707397398,8.234298747,7.616500872,7.709218113,8.049260057,7.88852907,7.871006133,7.646700373,7.951940432,7.8208831,7.9239189,7.790736655,7.642192814,7.641390144,7.861548889,7.773837779,7.719865627,7.749428451,7.607560104,7.808495126,8.152620963,8.053931251,8.033549655,7.815479517,7.954460234,7.785380976,8.005904967,7.943402732,7.559907867,7.889275736,7.462733903,7.623853603,8.136905223
"INTS9",9.732292267,9.729563306,9.862492306,9.596765042,9.693844451,9.764181585,9.648493486,9.721869218,9.312715312,9.18432022,9.728666788,9.404197019,9.621584149,9.782913053,9.701976445,9.59346545,9.692185506,9.675752607,9.523786184,9.481370393,9.925735118,9.84933316,9.771762466,9.818598633,9.85952376,9.93793784,10.01789964,9.150675936,9.439871391,9.782520124,9.467820512,9.832458881,9.325923107,10.12013158,9.664789473,9.874644833,9.554656381,9.474812811,9.892702635,9.601851183
"CENPT",8.658718775,8.822394452,8.815389286,8.721012316,8.471313534,8.620938397,8.688182991,8.450261745,8.784396819,8.60487466,9.09978707,9.367297555,9.055244014,8.787694513,9.178396458,8.752913141,8.717556166,9.252875115,9.098188925,8.776457645,8.858534356,9.029197216,8.661480461,8.810518014,8.661032643,8.668131167,8.684845545,9.243890428,9.140601089,8.981193913,9.459010683,9.138890309,8.813099904,8.466174296,8.726166989,8.860540177,8.314979274,9.087555241,8.973310224,8.943253225
"MAK16",8.748909035,8.733682447,8.549235183,8.374781106,8.713733289,8.265602372,8.607038934,8.338063104,9.105823149,9.40865179,8.877881883,8.62972048,8.668024183,8.743600682,8.542642208,8.804462688,8.876594895,8.527869519,8.879183478,7.923004824,8.551367203,8.634512265,8.506048586,8.587788765,8.488645774,7.925017197,8.102752505,8.903145738,8.979520086,8.55333004,8.899586192,8.535457263,8.319730977,8.722642202,9.017882111,8.572900793,8.696308767,8.676985254,8.673954913,8.386523681
"CFD",11.31312282,10.7838634,12.04455805,11.75577806,11.40860785,12.22048263,11.64885547,11.64779028,11.6554775,10.40946413,11.74834172,12.28111546,11.93162729,12.04455805,12.26218149,11.96436722,11.57646923,12.05932655,11.53125327,11.92204022,12.07288659,12.32378015,12.16545223,12.83877277,12.02209589,12.6019409,13.0211056,11.90095811,13.07898369,11.9054735,11.6304214,12.65458949,11.75577806,11.6200585,11.73456103,11.88139008,11.67069298,12.3660443,12.00444802,11.90830442
"VCP",9.76968051,9.938504726,10.03010291,9.672461409,9.886603644,9.810311348,9.769246267,9.988592385,9.399275361,9.444000877,9.351972338,9.47242583,9.220780485,9.380509334,9.422906373,9.143331679,9.171485824,9.551775349,9.350697681,9.481650312,9.617999814,9.29589954,9.378717956,9.125112501,9.235918009,9.954004762,10.08319608,9.350697681,9.48829648,9.77840556,9.263439637,9.180070514,8.944903529,9.545902941,8.983284935,9.346460545,9.246485522,9.093337801,9.308762447,9.053465992
"E2F2",9.293984031,9.492950129,9.800738639,9.26543924,10.06268165,9.640696657,9.468951641,10.63771801,8.795589956,9.313344725,8.905828923,10.02116599,9.156357681,9.188921604,9.355024416,8.591663568,9.041411107,9.711642197,10.06692738,10.36715262,9.135658502,8.944903529,9.637307926,9.182495661,9.080570796,9.975290553,10.57955542,9.673960041,10.58969047,10.32820031,10.22575091,10.21510098,9.310515538,10.17264377,9.382571721,10.12013158,9.708034418,10.47027146,9.502904782,8.855731623
"FAM3C",8.351344873,8.162181338,8.004678627,7.973873344,8.068622108,7.795164289,7.990160895,8.152580229,8.031755827,7.925032877,7.87515265,7.407117467,7.786033253,8.178077336,8.132232869,7.863556029,8.101309201,7.634793046,7.9077626,8.359411036,7.542502683,7.730433612,7.780737562,7.859269823,7.899704929,7.704012267,7.852440916,7.917141773,8.4199392,7.753439951,7.962618863,8.082304164,8.035268097,8.084383022,8.291233849,8.192208103,7.82061631,7.590446144,7.600136899,8.196257531
"ACTB",14.12322445,14.05831477,14.12512773,14.29669622,14.15111113,14.01273451,14.09961798,14.20310755,12.26649113,12.29250292,14.22752439,14.42730019,14.28915601,14.33176375,14.39488569,14.43600814,14.37919066,14.36518872,14.50961318,14.36099043,13.95486089,13.9154849,14.16171497,14.26492688,13.98671469,14.22070728,14.15105019,14.19565047,13.00148711,14.23950522,14.16931346,14.36365243,14.58966872,14.35957012,14.52784439,14.49460968,14.15215252,14.06091988,14.11511997,14.2348842
"QNG1",8.175595166,7.955686741,8.128155166,8.201619088,7.976110002,8.106684056,8.119120714,8.05139076,8.227180442,7.972886991,7.982098671,7.922656847,7.92615769,7.991643606,7.955686741,8.058249825,7.85475226,8.004014211,7.939304325,7.628883646,7.767587847,7.744394022,7.794570868,7.785698627,7.583243194,7.95025679,7.975457334,8.470830845,8.537469856,8.095968013,7.647079109,7.706256816,7.820727233,7.835721347,8.022688853,7.815843336,7.982098671,7.791923121,7.588374017,7.785222356
"PREX1",8.867624423,9.015304372,8.560787268,8.715908336,8.501960577,9.042593179,9.063155062,8.907150558,7.509327349,7.315277194,8.93217311,9.030928067,9.146849169,9.001391867,9.093042745,9.274052651,9.333357984,9.17947547,9.201231232,9.592289398,9.211951791,9.599030967,9.170469166,9.045109551,9.245296468,8.838349888,8.900198058,9.311624358,8.205197258,9.268552527,9.220084922,9.418929915,9.271869633,9.135950613,9.018466156,9.136233178,9.146266996,9.251048708,9.139257412,9.270888403
"RPS13",12.54519733,12.72148004,12.47345259,12.45329261,12.66422327,12.79777926,12.48784669,12.65991754,13.42541572,13.63868823,12.71885446,12.86645809,12.62054102,12.84228905,12.81441641,12.99888075,12.80104679,12.82180304,12.8571829,12.45603979,13.21782192,12.96986884,12.91254879,12.77215211,12.99601114,12.64940746,12.66088003,12.54575634,12.62153897,12.92986057,12.89508883,12.78931831,12.64523997,12.80826839,12.56807915,12.89395659,12.74428035,12.83864912,13.28892085,12.69084511
"EMC2",7.382483289,7.331216155,7.276681322,7.121164204,7.372398369,7.32438956,7.180588272,7.241392565,7.503428651,7.683472901,7.339973946,7.40836419,7.379117107,7.361890578,7.308608876,7.318700457,7.422862773,7.278718466,7.331888851,7.251527736,7.296721644,7.284513056,7.30232977,7.321264483,7.157842121,7.128246471,7.090649296,7.437285947,7.598963637,7.3353778,7.383352537,7.392889797,7.359584756,7.286447693,7.33529199,7.14400019,7.378942176,7.314249494,7.286225295,7.2347279
"CIMAP2",7.349039414,7.311089798,7.340202262,7.408792425,7.452137212,7.492087231,7.338402955,7.400647593,7.269259196,7.045280191,7.264771578,7.476836575,7.273259747,7.376511383,7.407581635,7.325021128,7.236741511,7.262967222,7.28959242,7.366745231,7.349445284,7.321095682,7.436174804,7.223827681,7.483268827,7.687518828,7.735099434,7.207272912,7.299373405,7.346890102,7.161135054,7.303085547,7.261365256,7.292136993,7.106068398,7.243159942,7.201268829,7.325021128,7.225185874,7.754711441
"IFT74",8.075762551,8.154471471,8.003274641,7.951760861,7.967651832,7.786298847,7.913816727,7.576715929,8.890720953,9.400321244,7.986969597,8.468114457,8.298536686,8.344065535,8.334673036,8.551916471,8.511638808,8.217423486,8.533086909,7.59176707,7.83999763,8.317648803,8.013331526,8.181717421,8.12975162,7.777570744,7.689666993,8.319506549,8.147272115,8.055964325,8.531798399,8.182125853,8.248757282,8.413337068,8.419986998,8.17430406,8.482816616,8.197707613,8.091188358,8.351273869
"APOOL",7.255818644,7.305175487,7.181249043,7.22466047,7.453621927,7.100941152,7.230404748,7.616358392,7.579333068,7.558317846,7.170492714,7.405376701,7.271789051,7.221416932,7.403384228,7.23439273,7.195972986,7.468599919,7.337839192,7.429361104,7.13319429,7.286526797,7.234231292,7.556828661,7.252427323,7.375308162,7.498587854,7.524095897,7.724963093,7.503428651,7.583392278,7.310885226,7.344906836,7.35045213,7.449420595,7.35062044,7.760254993,7.400074143,7.493980988,7.296027755
"ZNF839",9.081573471,9.01677181,9.255850944,8.960312871,8.907923412,8.854122849,8.995851216,8.872237616,8.765376027,8.754127849,8.924253104,9.061346656,8.796958781,8.629556897,8.65958704,9.052923762,8.955770092,8.753804372,8.706495617,8.809499727,8.938146667,8.78455646,8.645259274,8.606580236,8.705639459,8.886490503,8.902701022,8.641956361,8.604082977,8.68442302,8.882065846,8.931090426,8.767774542,8.981507495,8.767608566,8.770023288,8.399960032,8.230551872,8.754900247,8.592016513
"KCTD11",7.524585464,7.487813686,7.347634575,7.288723519,7.485179941,7.361890578,7.481076469,7.371939888,7.090944212,7.023359683,7.177194416,7.284446024,7.246501526,7.316034122,7.317399227,7.168800117,7.155043934,7.235674395,7.075688728,7.105881906,7.258002165,7.186429677,7.227632325,7.293962372,7.16937332,7.610453241,7.446286988,7.413833284,7.267276293,7.249223372,7.174447567,7.162144308,7.239710339,7.306751929,7.293816542,7.292357862,7.245734141,7.121534685,7.183344562,7.107036783
"ITGB7",11.21121241,11.61911263,10.95175097,11.29881752,11.1418236,11.13259612,11.32621037,11.41424919,11.33182108,11.39541685,11.40121766,11.19867094,11.41562664,11.18715657,11.3226763,11.15689523,11.50420425,10.94918399,11.02504195,12.57233216,11.35661868,11.19973491,11.38660512,11.10589673,10.9992827,10.77460342,11.03264018,11.06047168,11.693534,10.765669,12.0028347,11.43868583,10.6895036,11.17522081,10.97090972,11.7685371,10.9288507,10.9484198,11.17923547,10.24383209
"MED20",9.797934802,9.620545541,9.814125954,9.972122528,9.791191058,9.782913053,9.732292267,9.957487193,9.486856335,9.742678106,9.626516709,9.63310603,9.548154339,9.637676897,9.827427977,9.852739227,9.967563473,9.627634012,9.474416371,9.018466156,9.138423102,8.996562745,9.28586917,9.404197019,8.946905397,9.702763152,9.829143163,9.565703029,10.16370502,9.733115341,9.712329068,9.61481197,9.081112697,9.662779266,9.931312527,9.704413097,9.340404265,9.079943653,9.141572778,8.95886587
"NCBP1",9.370561656,9.262435272,9.32774978,9.183190223,9.118216949,9.198682974,9.135658502,9.175164032,9.113182948,9.257187454,9.045109551,9.039834782,9.028806709,9.031193638,8.980045585,9.194886839,9.132844907,9.090749183,9.023343799,8.566746144,8.778930586,8.764526762,8.873364708,8.82335479,8.715562409,9.236944347,9.211083031,9.314606581,9.267839605,8.902515011,9.142434372,9.028017373,8.733233579,9.028279335,9.219436943,8.811513236,9.140741852,9.095564492,8.486520291,8.81592043
"MAD2L1",7.518614723,7.561045153,7.561047323,7.467040437,7.974562089,7.4433678,7.47604571,7.852272605,7.851134013,7.79546186,7.388792382,7.609662392,7.41936966,7.535855973,7.325615214,7.266869506,7.406847008,7.254628275,7.393989194,7.742755235,7.373938913,7.41994239,7.607661096,7.490795852,7.513485666,7.417007657,7.574911899,7.899408705,8.045150403,7.775816925,8.018928096,7.380843571,7.693313667,8.117354469,7.812969716,7.943347653,8.184532403,7.74961969,7.677298622,7.592609207
"KARS1",9.256220249,9.564971611,9.303851055,9.299989152,9.302384859,9.184069241,9.321762401,9.332373399,9.797934802,9.650913337,9.25417049,9.297944076,9.016896016,9.196686706,9.269616224,9.281290464,9.293275981,9.350061146,9.156924171,9.412874442,9.451454907,9.324552763,9.378407796,9.333357984,9.336897697,9.412874442,9.479002737,9.431223038,9.942835997,9.34168382,9.35263076,9.25287851,9.286249553,9.373934825,9.19928193,9.245603093,9.357744205,9.302830585,9.583791527,8.908074022
"RNF144A",9.652986579,9.895903797,9.630979647,9.368138201,9.543584031,9.297210193,9.521223701,9.328841336,9.322913469,9.699822772,9.264457902,8.847884708,8.88612882,9.239628468,8.83115153,9.045707245,9.392173693,8.999957664,8.650820044,8.282154687,9.175911423,8.789480466,8.970988627,9.029292761,9.125805206,8.887140517,8.833597425,8.764730576,8.841110947,8.33900974,8.794109123,8.091196246,8.169262961,8.62221455,8.941885376,8.569312211,8.180125016,8.344408906,8.827041294,8.119501307
"TOP2B",11.58584748,11.67932922,11.36011787,11.43518112,11.07995738,10.68425683,11.37932529,10.86000525,11.92609655,11.90830442,11.37932529,11.39863094,11.21403978,11.39863094,11.50300679,11.30703569,11.5423427,11.15689523,11.4046706,11.27544304,10.95813942,11.29987025,11.31421558,11.1803064,11.28269752,10.821931,10.75229366,11.43284252,11.2604215,11.03094779,11.25538153,11.0494994,11.09529614,11.4902788,11.66942545,11.19457835,11.32529196,11.17377519,10.88689532,11.07995738
"MAPRE1",8.706024217,8.686164838,8.679394125,8.721029257,8.807111564,8.651464724,8.638162368,8.782657089,8.637581716,8.706009565,8.680255454,8.662879522,8.746844155,8.811303346,8.76320668,8.85291213,8.778654494,8.762391956,8.74580268,8.905656569,8.645221413,8.718906414,8.738647817,8.886505933,8.791701866,8.675936287,8.677936764,8.740792303,8.779914426,8.846927294,8.628449686,8.71053721,9.112227791,8.999641821,8.870707664,9.003403017,8.936648548,8.580379934,8.768774849,9.013921951
"THEM6",10.16630496,10.46372666,10.25912769,9.903966628,10.23867462,10.13171166,10.15288816,10.14106488,8.555101183,8.520339332,8.816420993,8.540589219,8.699555059,9.027202719,8.72332669,8.745865373,8.725163816,9.270266122,8.573399137,9.091048147,9.617292605,9.131175055,9.369517958,9.135658502,9.402391979,10.29395323,10.14827065,8.501677903,8.608115706,9.283602583,8.867624423,8.759442426,8.127309128,9.110142922,8.512996938,9.267465806,8.705172719,8.462164642,9.100268632,8.63788749
"NOTCH2",7.466763249,7.494713615,7.493256084,7.558877852,7.407956758,7.59712418,7.529892305,7.407434187,7.759895032,7.540516395,7.463400544,7.623930728,7.749160573,7.508294103,7.605930049,7.559238122,7.58162206,7.739278186,7.627000694,7.4904674,7.606039943,7.788493099,7.61414456,7.793245318,7.802442339,7.72383034,7.640737464,7.620248279,7.633907933,7.628485736,7.447144184,7.864270083,7.748531924,7.823006571,7.630866216,7.695726626,7.702973671,7.683080545,7.735005227,7.85417136
"FIGNL2",7.298563914,7.139827404,7.210801094,7.290745632,7.236958066,7.235674375,7.225608547,7.227922038,7.232333112,7.386313942,7.264355591,7.105547785,7.252475324,7.252799407,7.263766114,7.209954778,7.24248669,7.213377265,7.137617356,7.050676694,7.199135133,7.174899626,7.195136223,7.177422592,7.181711591,7.148237002,7.18342435,7.408471661,7.271851891,7.192271256,7.151945051,7.418513801,7.163278786,7.243648872,7.239257257,7.152110529,7.051328333,7.120277623,7.310564545,7.076916311
"MYG1",10.25349061,10.66257581,10.63625121,10.42295408,10.53491855,10.78706673,10.49979308,10.58149625,9.183190223,9.712329068,9.778036379,9.894176591,9.805258594,10.06740747,9.854987876,9.707692501,9.676885139,10.01714525,9.813688215,10.17798504,10.39861758,10.03113325,10.04540474,9.962226399,9.996250323,11.03811239,10.98605249,9.615268412,9.40515423,10.2034826,10.01883583,10.01276699,9.394393452,9.813688215,9.395048871,9.853641727,9.865935358,10.27383289,10.31845695,9.559359499
"PRKCSH",8.706591641,8.851292201,8.903729695,8.647392368,8.737012778,8.973494619,8.733508949,8.763953404,7.568142683,7.527347368,8.472013967,8.644728674,8.338334848,8.561648065,8.542190356,8.4843512,8.333038874,8.556565378,8.513572978,9.203858679,8.950723868,8.650298109,8.596711201,8.479379453,8.614535695,9.170260679,8.980737281,7.982529365,7.71434062,8.728210357,8.573851323,8.673649432,8.275569637,8.518720822,8.100157831,8.455214382,8.311071607,8.502134575,8.617657345,8.576317626
"URGCP",8.332867864,8.686152487,8.393135282,8.333768987,8.391354571,8.324985763,8.423917826,8.263964342,8.275232056,8.636853287,8.368072029,8.250513447,8.133009912,8.430899674,8.292827528,8.050928064,8.23446019,8.3414539,8.307472452,8.372365079,8.315171098,8.230674392,8.069856944,8.042657805,8.08071677,8.346182981,8.346732677,7.93141958,8.104544275,8.154068204,8.266446345,8.123902247,7.787122824,7.889321889,8.004664069,7.979221141,7.720287532,7.812023965,8.006047985,7.693902688
"MBOAT2",7.072053955,7.132197052,7.128336316,7.075591318,7.150682822,7.137541638,7.097908737,7.131268717,7.282031697,7.128560547,7.375715958,7.590080083,7.322740388,7.29528066,7.299316513,7.228966207,7.293701331,7.212151532,7.27565572,7.224152863,7.077376005,7.333791036,7.227319509,7.046694318,7.218753855,6.995576425,6.963875139,7.466491533,7.128336495,7.409774927,7.53866047,7.182938655,7.326730715,7.358718525,7.269630364,7.105903305,7.261455972,7.451660447,6.978737057,7.455101378
"TSPAN17",9.237095793,9.3311341,9.554849783,9.160581775,9.326062131,9.122023611,9.334035997,9.31443087,8.474977902,8.752598045,8.784345079,8.790274289,8.76531356,8.634191447,8.980787618,8.702564491,8.7668024,9.029557517,8.867809932,8.824321291,9.146988867,8.974896122,9.095882794,9.107963214,8.837269526,9.530483595,9.664309612,8.496246971,8.728701922,9.197145095,8.796992351,9.087892271,8.558085032,9.118999743,8.68587606,9.122108964,8.79748612,8.808013644,9.157153962,8.666360788
"MAP7D1",10.65546788,10.55060198,10.66087559,10.28970165,10.45839221,10.47260913,10.46530696,10.60076272,9.785575404,9.731047807,10.26610665,10.34451742,10.65581233,10.37483653,10.2573901,10.48596915,10.61663123,10.42030056,10.27120786,10.04424014,10.52299311,10.38332619,10.55886423,10.28123191,10.62669461,10.81752289,10.76361219,10.15300227,10.21776682,10.35059025,10.48697699,10.54941734,10.32872356,10.88783425,10.66721924,10.60793059,10.47508606,10.26286388,10.52243812,10.18660132
"CDK8",7.283023494,7.373444364,7.28479367,7.361222988,7.404219314,7.190775221,7.44381375,7.371466988,7.193469645,7.172266569,7.301506571,7.339398341,7.514673791,7.460383126,7.574733354,7.426844614,7.593198119,7.352849111,7.457775563,7.526711218,7.20443054,7.340438878,7.328411257,7.491194217,7.519264685,7.129192818,7.123594004,7.673056762,7.601417855,7.323101955,7.320189797,7.342498001,7.311475951,7.436053131,7.553030472,7.417824351,7.503659022,7.196426603,7.17416428,7.39863976
"STX6",9.499007783,9.414618282,9.398222754,9.424737733,9.138985575,9.106995362,9.176096658,9.008873507,9.510306961,9.675596743,9.384095987,9.293207634,9.374953633,9.428426747,9.350451573,9.295902478,9.568386835,9.35126953,9.408627241,8.401307544,9.038246404,9.329084428,9.205249303,9.350801483,9.23193761,9.226157923,9.149394277,9.948836995,9.655714052,9.231041908,9.191788946,9.033356994,9.14855408,9.214228008,9.626402603,9.155868851,9.135933953,9.281961674,8.972737383,9.12636713
"USF1",8.720925228,8.984822616,8.837943498,9.22472796,8.664539081,8.910568177,8.793900679,8.574693847,8.221494971,7.724351765,8.927285457,8.393553114,8.732747669,8.739233893,8.727731688,8.64060901,8.454963429,9.10816116,8.87623439,9.00918265,8.684882967,8.829840774,9.030804572,8.996112904,8.819050979,9.114182279,8.868025651,8.181768696,8.176164783,9.169363999,8.823941871,8.776295653,8.605151932,8.71421433,8.670864877,8.615571129,8.431068594,8.432426833,8.629752009,8.574820524
"IL32",10.89666147,11.20872495,10.74027165,10.77535424,10.87420089,11.14117307,11.22399563,11.10130169,8.483218072,8.454548368,10.58851387,10.55159408,10.1428779,10.67090623,10.50295672,10.26885819,10.24347093,10.4617388,10.56370088,10.9570339,11.00112017,10.53758684,10.93259927,10.82104365,10.50817123,10.74066055,11.0385203,9.2887566,8.974953882,10.81151781,10.33711637,10.32167608,9.695762476,10.29067349,10.09669442,10.78081686,10.43153643,10.26515833,10.95852968,9.908775905
"SURF6",9.291938244,9.687868163,9.462230067,9.403533175,9.373934825,9.406741159,9.334867227,9.618667039,9.159043063,9.400693112,9.552165891,9.429180119,9.053812144,9.133407089,9.200892476,9.642581005,9.209968452,9.144073144,9.120650276,9.209242551,9.21642843,9.037526363,8.978998112,9.167498934,9.284573125,9.3130313,9.140741852,8.970555171,9.184606362,9.033136637,9.14908226,8.845095343,8.9852767,9.199645355,8.977206642,9.052666401,8.94301555,8.687497768,8.948829754,8.78629745
"FICD",7.975630082,7.877118902,8.038161328,7.944417458,7.947182078,7.879117669,7.808120834,8.303416177,7.895163814,7.979912988,8.121581853,7.811679155,7.83319457,7.914352296,7.765651346,7.697100166,7.963979494,7.861748888,7.995937001,8.581343954,7.830658151,7.986249228,7.853699579,7.869697013,7.849921402,7.781400955,7.984047088,7.488526387,8.274096065,7.971771974,7.70249844,7.912915175,7.272125268,7.820092189,7.380319849,7.969938453,7.451763038,7.520383045,7.851519089,7.916359383
"ACADM",9.96170753,9.70780779,9.676364963,9.659356544,9.7598648,9.54086346,9.804008186,9.948514646,9.908164352,9.686435103,9.580446093,9.410735799,9.570467181,9.776004592,9.601797227,9.755643186,9.952569004,9.213209359,9.593293871,9.274105842,9.29195323,9.245841011,9.551504845,9.532598482,9.319803675,9.46465624,9.530264721,10.1301748,9.938787049,9.625569085,9.701948512,9.444471099,9.821138383,9.881408672,10.16392454,9.820184693,9.946415624,9.437011265,9.288280307,9.50467438
"C2CD2L",7.199135245,7.230350771,7.034439918,7.242601813,7.176303332,7.343709074,7.01270423,7.17207229,7.220881379,6.958406258,7.455587353,7.701465369,7.541700537,7.394606259,7.477059879,7.339634165,7.450350349,7.610968309,7.649951248,7.369661599,7.258141705,7.376104247,7.165117178,7.337256262,7.247797907,7.20011292,7.240964437,7.477956739,7.5853023,7.298518258,7.428864432,7.461057281,7.485844089,7.258654047,7.415895151,7.223717967,7.147674209,7.21892399,7.226517165,7.164056743
"ZMYND15",7.634528416,7.422306238,7.560912158,7.553247554,7.476720418,7.406095841,7.264511729,7.283369564,7.611827639,7.340054022,7.604194262,7.720843422,7.875675071,7.571922,7.750691555,7.632170759,7.551876059,7.788336181,7.698680626,7.457981279,7.762572809,7.67780564,7.488526387,7.986398347,7.969066211,7.608076341,7.409205426,7.31282386,7.386781559,7.72725691,7.280852868,7.646418553,7.455701353,7.468051198,7.33971813,7.203426689,7.562071622,7.376706464,7.362151086,7.828632078
"GRAP2",8.555877423,9.192077751,8.920290025,8.806844771,9.058195797,8.607865787,8.841666889,8.67728952,8.698473602,9.321321134,9.167792445,9.252364564,8.812098669,8.959738862,8.793475587,8.393569939,8.728610748,9.092041165,8.931953951,8.813614505,9.366999903,8.65389962,9.008502576,9.161119031,8.590056239,8.391595231,8.721224681,8.426816198,8.501181533,8.947465119,8.582362256,8.00454324,10.11871142,8.321460848,8.642312165,8.87384692,8.923232392,9.84973098,9.587268405,9.933233139
"SLC48A1",7.481146689,7.493692674,7.809664578,7.616677284,7.465049021,7.639037363,7.515776601,7.68974692,7.583874454,7.593050921,7.429372493,7.743400143,7.58310394,7.498126201,7.501636344,7.574589253,7.409712336,7.603592092,7.508161749,7.698269411,7.524183767,7.5881538,7.627325945,7.528259255,7.565970639,7.985764969,7.948270069,7.656832028,7.699368851,7.595124929,7.520216833,7.812291606,7.556948376,7.570919943,7.444265099,7.47031155,7.48599143,8.283947027,7.661935451,7.69499493
"FIGNL1",7.499373486,7.350844362,7.602368721,7.293927484,7.640554941,7.288193615,7.384902131,7.375808713,7.351626204,7.144124622,7.424303337,7.256552744,7.340933973,7.56953651,7.530423995,7.489364336,7.653679933,7.095177388,7.38300909,7.453629521,7.155736648,7.290115796,7.373168013,7.126457596,7.180506283,7.292092274,7.16130148,7.679939535,7.56655482,7.566513961,7.29072679,7.170556041,7.436481929,7.419666756,7.997794446,7.427217266,7.278134003,7.164379937,7.212967823,7.166144414
"DNAJC25",8.092598575,7.82184927,7.913450773,7.824696802,7.936768434,7.739019169,7.944022575,7.85941312,8.217653758,8.413862426,7.761354089,7.849385959,7.845420036,7.861350623,7.695054797,7.654217772,7.830952684,7.676219612,7.817731479,7.672467748,7.547032326,7.905344291,7.721300083,7.647950854,7.895022074,7.610833387,7.459725016,7.947340519,7.973855937,7.643803334,7.919509812,7.651872926,7.607817788,8.011822267,7.889844633,7.514344588,7.889844633,7.620919935,7.510437524,7.701333244
"ELMO2",8.245349557,8.096128927,8.138072896,8.120630737,8.114110827,8.052315287,8.133537007,8.083711957,7.95882687,7.931236595,8.33401761,8.208449666,8.235433513,8.267879797,8.398607175,8.166885264,8.404097982,8.309499117,8.197795896,8.301716701,8.148622278,8.122379071,8.160139592,8.294221692,8.162207752,8.148517968,8.082472842,8.111094016,8.262832963,8.216686211,8.036128597,8.433275679,8.2550378,8.243465714,8.201498461,8.304576859,8.282575152,8.114160111,8.165414127,8.136964838
"AK3",9.973979995,9.896789664,10.04456352,10.08364819,9.829580202,9.404851618,9.860345046,9.815724635,9.611710191,10.62610599,9.82874708,9.762643311,9.723442177,9.913585822,9.637676897,9.356311325,9.663955102,9.561730902,9.892175911,9.621584149,9.687868163,9.84973098,9.52227099,9.82783601,9.764181585,9.590091658,9.060213061,9.204591929,9.203564085,9.365923888,9.54075885,9.39374181,9.366999903,9.739134205,9.626516709,9.348804491,9.711306126,9.644903387,9.467820512,9.826288683
"TARS2",7.610346501,7.802865108,7.712045011,7.67780564,7.693526949,7.655008653,7.637586088,7.705273065,7.914521472,7.799840904,7.65175508,7.694383887,7.722676899,7.640512834,7.523001192,7.853558741,7.636257039,7.444582503,7.657151316,8.253320401,7.673488353,7.564076998,7.61557896,7.849720246,7.543854882,7.743227985,7.794059828,7.681133855,8.043599812,7.508962088,7.752102673,7.887574763,7.843512055,7.576584278,7.522886112,7.566472951,7.749862688,7.660420075,7.693947317,7.528327373
"CLN5",8.672151468,8.588325972,8.717240664,8.543184612,8.312459158,8.153787919,8.298536686,8.177597887,8.519267037,8.497420883,8.348158535,8.202295423,8.234298747,8.294580116,8.043811936,8.179191082,8.060184989,8.213991658,8.167547606,7.557069298,7.746544393,8.067304927,8.021742961,7.986969597,7.967823202,8.466524999,7.997467324,8.39060816,8.36306228,8.093429598,8.258540981,7.876745784,7.885619709,7.947533998,8.557808619,7.966476665,8.109050564,8.10318642,7.847568531,7.656848707
