"","GSM2159829","GSM2159830","GSM2159831","GSM2159832","GSM2159833","GSM2159834","GSM2159835","GSM2159836","GSM2159837","GSM2159838","GSM2159839","GSM2159840","GSM2159841","GSM2159842","GSM2159843","GSM2159844","GSM2159845","GSM2159846","GSM2159847","GSM2159848","GSM2159849","GSM2159850","GSM2159851","GSM2159852","GSM2159853","GSM2159854","GSM2159855","GSM2159856","GSM2159857","GSM2159858","GSM2159859","GSM2159860","GSM2159861","GSM2159862","GSM2159863","GSM2159864","GSM2159865","GSM2159866","GSM2159867","GSM2159868"
"DRG1",7.922372782,7.896827165,7.918996908,7.95144797,8.035321039,8.006113502,7.942540431,8.094840836,8.202061235,8.025943584,7.81725934,8.014265067,7.973272338,7.983304179,7.981413563,7.886978573,7.893214817,8.022309994,7.985559435,8.154058173,8.064086644,8.104526635,8.117463856,7.933474501,7.978894677,8.139540791,7.995868085,7.874617064,8.128826693,8.020211448,8.16748708,8.143524267,7.998495891,8.099367595,7.978200168,8.046193974,8.083186882,8.041803063,8.018603501,7.899351172
"LSS",7.473702781,7.472378991,7.46511339,7.507632714,7.602344446,7.462182689,7.482599833,7.537586453,7.794783456,7.569546279,7.608718065,7.64810326,7.538916738,7.486034643,7.58535334,7.71219889,7.475972015,7.804509912,7.695038605,7.709813229,7.501058708,7.444533742,7.499618999,7.48398973,7.480250889,7.344043163,7.444661859,7.526989257,7.615686648,7.522050625,7.536196392,7.487346423,7.39216919,7.556656978,7.381341802,7.512900792,7.344116268,7.471307701,7.528969209,7.271198107
"L3MBTL1",7.205376286,7.120148797,7.236990771,7.23978362,7.215810231,7.145933896,7.210796565,7.156714016,7.291969778,7.334383974,7.22440009,7.238396847,7.194274095,7.201491977,7.217454129,7.216386671,7.194373723,7.219779686,7.147638341,7.056041847,7.09996104,7.017093262,6.996597907,7.050176406,7.022709806,7.112677853,7.074430898,7.136286876,7.246029734,7.180435073,7.338474799,7.138058512,7.224503157,7.233582057,7.244260655,7.141436663,7.111461571,7.010954789,7.116214709,7.039598578
"WDR54",10.40643038,10.40032018,10.31481659,10.16511804,10.64965138,10.26387245,10.52601793,10.27917991,9.422212603,9.741249217,9.76968051,9.635378943,9.651347736,9.824374386,9.767625172,9.67358204,9.817104856,9.626962895,9.804131667,10.35937072,10.2034826,9.78373869,10.01883583,9.9636793,9.972656758,10.27917991,10.26230513,9.238553539,9.576353582,10.00265471,9.967563473,9.830350092,9.188921604,9.72728284,9.320530935,10.16370502,9.721524926,9.818208115,10.18933905,9.35885446
"METTL22",8.599308859,8.744258167,8.958019907,9.063477326,8.861516114,8.812355903,8.864003632,8.996952472,9.218221502,9.233462937,8.797326068,9.365923888,8.700263059,8.821480323,8.746153653,8.807706238,8.746153653,9.147181261,8.947768418,9.272851362,9.327389167,9.039163898,8.911628672,9.160487377,8.787762586,9.185259515,9.29941914,8.855194515,8.897649107,9.079943653,8.808206271,8.943795355,9.827427977,8.735402655,8.610370327,8.73586561,8.952905452,9.714390123,9.43161126,9.649327322
"CCR2",7.965834901,7.782616304,8.16450617,7.885195644,7.802804503,7.767833777,7.9307573,7.963742715,7.902902989,7.661003081,7.861855772,8.036057794,8.201350315,7.980117139,8.097859576,8.2317275,8.035988659,7.839334511,7.921874448,7.547559396,7.855335696,7.782179137,7.957520965,8.082805863,7.733405388,8.126820155,8.127957608,8.461860791,8.186113614,8.324858206,7.882878906,7.939700645,8.164627363,8.052375744,8.37528582,8.08453507,8.10663022,8.233161877,7.859617276,7.885118555
"PIAS2",7.558691098,7.527896882,7.428117188,7.538843465,7.54565101,7.476786747,7.536766717,7.503989536,7.680405689,7.703784419,7.52797899,7.507501767,7.578561072,7.585824438,7.544412701,7.686288745,7.629399217,7.501238028,7.493310495,7.596438875,7.475431613,7.604740016,7.477769302,7.604473459,7.646578631,7.428739948,7.400138135,7.535238796,7.479376122,7.536418786,7.626977785,7.576093447,7.578271471,7.729450972,7.597330859,7.597684361,7.65931277,7.529356568,7.456587539,7.651221162
"BAZ1A",9.493784512,9.457580846,9.351061798,9.573087113,9.156584124,9.400023581,9.581601556,9.344546855,9.927392917,9.703927696,9.35373253,9.620449533,9.758150002,9.277652767,9.446060114,9.387902749,9.67301683,9.51026891,9.576519205,8.724784085,9.155509769,9.439458775,9.409386635,9.703443079,9.279571212,9.340898552,9.141574294,10.15188699,9.691278697,9.732176784,9.481351899,9.555898563,9.520868865,9.540837577,9.688440315,9.383869826,9.598868643,9.47704753,9.237191289,9.72076196
"AKIRIN1",8.564217469,8.601119866,8.719118798,8.483197618,8.805222796,8.616738081,8.474170773,8.667504454,8.010816586,7.733580666,8.72304915,8.48627268,8.749445343,8.786865581,8.565940637,8.732260656,8.785322155,8.593281886,8.537421919,9.072465158,8.609915195,8.384845676,8.844441962,8.68030398,8.749975813,8.564782115,8.369611136,7.814406222,7.873342403,8.500283401,8.071640561,8.518780763,8.799339854,8.802131931,8.570778307,8.506639308,8.478240949,7.998499357,8.333321836,8.741269462
"FIS1",9.365573786,9.878763039,9.590368477,9.728138374,9.815724635,9.987788404,9.43702711,9.996250323,10.00037331,9.72073146,9.980833618,9.730299959,9.666400489,9.502215022,9.770824917,9.511510735,9.344487441,9.837271078,9.65226778,10.73552895,10.34623447,10.0602609,10.02352567,9.647743879,9.692185506,10.15991043,10.07592833,9.671059262,9.693470231,9.592633626,9.76968051,9.862057684,9.511907192,9.173667393,9.06791939,9.729945781,9.716277084,11.11492852,10.38071863,9.837693523
"PAN2",9.009828058,8.875005243,8.999833179,9.085696846,8.719153471,8.87360433,8.811513236,8.762713478,9.501183546,9.758247537,9.487959785,9.322024572,9.354087579,9.157908744,9.260797011,9.370862612,9.384224692,9.314344871,9.132177095,9.122522344,9.042031959,9.198109561,8.839231765,9.058730204,8.827716857,8.846432353,8.911423748,9.000759469,9.178352627,9.014698406,9.417285028,9.322337627,9.337542072,9.340404265,9.433650324,9.310515538,8.768089295,8.943542499,9.312373158,8.824681865
"KLRG1",9.004553945,9.117420911,8.374038411,9.065741237,8.544002236,8.864207226,9.206750088,9.08175757,8.874026817,9.043325153,8.847583156,8.588736973,8.832573604,9.039049306,8.951510525,8.942630983,9.105067499,8.847989247,8.915024839,8.768163823,8.980759376,8.628585313,8.829045023,8.677305589,8.632261397,8.08522677,8.293001286,7.918582816,8.190722418,8.309236977,8.287523788,8.676148851,7.910287422,8.751241661,8.46672837,8.717486731,8.497928076,8.696258986,8.333743804,8.558642055
"SLC43A3",7.511757222,7.459936735,7.56038047,7.494833495,7.458002203,7.655642626,7.537800634,7.570616101,7.576223585,7.498635881,7.518621757,7.691939446,7.605491476,7.546081008,7.636739331,7.710570207,7.470338882,7.770482803,7.619277494,7.861905338,7.609586762,7.492059221,7.548537837,7.584836801,7.566079946,7.871157448,7.780531015,7.845861708,7.86190448,7.772476397,7.721639254,7.815737679,7.85009257,7.604679228,7.640563656,7.709565156,7.623245629,7.794272341,7.503362733,7.577676719
"CHD4",9.625964054,9.997800468,9.684613511,9.741737422,9.590967992,9.718883193,9.700353377,9.756908906,8.830391103,8.99527915,9.470020149,9.667453038,9.537086774,9.702115975,9.919215139,9.744646154,9.723993204,10.03897045,9.723162046,9.797753606,9.569767431,9.744837123,9.505565569,9.42911333,9.609241886,9.838898627,9.733965201,8.868520411,9.09853059,9.783385677,9.854099813,10.10331997,9.604855867,9.740889327,9.57346109,9.63242532,9.595966114,9.75938833,9.699416293,9.549706422
"MRPS18C",8.658266917,8.696180162,8.665176391,8.714335394,8.957568605,8.906029146,8.828936512,9.125447163,9.03132144,8.564815193,8.578592384,8.69396161,8.660311432,8.747830438,8.694029422,8.896066007,8.75880749,8.745864838,8.643396492,8.716657055,8.842371656,8.462997381,8.707508503,8.659696798,8.633801472,8.799987054,9.156663746,8.957879644,9.386028331,8.855936821,8.750990827,8.910956564,8.797864178,8.677399392,8.587492503,8.797043928,8.714598652,8.637263502,8.651833871,8.419317377
"DAG1",7.450505396,7.508436026,7.461222118,7.475333247,7.405830258,7.461371865,7.432015707,7.410274143,7.535673379,7.549926973,7.492371328,7.495647804,7.433888041,7.481423886,7.511021077,7.409459287,7.395446553,7.507939632,7.435843393,7.528893296,7.533428732,7.538989998,7.496788588,7.536657339,7.323858773,7.473660067,7.607492632,7.305256219,7.482481167,7.479842485,7.448039585,7.583763909,7.321371686,7.285660837,7.42630587,7.387925707,7.37284945,7.499268135,7.452299712,7.472170119
"SFXN4",9.022264981,9.111760939,9.148005398,8.650347295,9.224318559,9.071068105,8.604660503,9.230641255,7.900043989,8.218856538,8.72277705,8.373784202,8.352954654,8.367566053,8.258257645,8.620768645,8.28174134,8.250590463,8.404370934,8.630152413,8.557886833,8.37840867,8.730965957,8.175609889,8.692263287,9.165456738,9.294188849,8.589471114,8.679391002,8.828091661,8.820664723,8.906413504,8.458010753,8.872178211,8.681092018,9.06580587,8.931308923,8.962415803,8.196803821,8.314279912
"TRAPPC13",7.757655607,7.672019366,7.786308529,7.795370364,7.813004488,7.585484466,7.905335067,7.767427594,7.624829449,7.512934865,7.671082814,7.533311723,7.728282302,7.762180545,7.739086281,7.930802856,7.902533952,7.773932756,7.721019497,7.510380406,7.687449315,7.523045603,7.746174512,7.83951833,7.861743118,7.53041551,7.631713053,7.866185514,7.851447607,7.778556127,7.384490955,7.454406591,7.733903735,8.036200069,7.934446112,7.723636488,7.798586484,7.416957442,7.594509675,7.667767462
"FAM53A",7.317478494,7.302192711,7.122848038,7.175703611,7.254849039,7.070979674,7.129881087,7.060977959,7.336113251,7.411298553,7.278523646,7.274000227,7.180500953,7.145423924,7.212734156,7.269518957,7.221171498,7.340360814,7.093069705,7.194790551,7.14378094,7.273405211,7.035224254,7.312454026,7.044545714,7.024670191,7.152234777,7.3417375,7.237145493,7.255884977,7.239540382,7.15975388,7.133845167,7.26463928,7.282353636,7.445479279,7.265980604,7.221568052,7.154135578,7.115563915
"SRSF10",7.86647361,7.877850755,7.904682224,7.881056691,8.025457277,7.891230937,7.857043167,8.002418309,7.89369802,7.73512216,8.106002214,7.868774111,7.983668163,8.036160042,7.963214125,8.023089248,8.072802982,7.917763194,7.944132285,7.939728257,7.951701451,7.867430828,7.962116094,7.911365853,8.095327565,7.835021209,7.896123666,7.632030905,7.687512348,7.894623024,7.771323721,7.874250873,7.960728775,8.184495523,7.979684876,8.020279212,7.911924154,7.748387411,8.162156883,8.043723016
"GTF3A",12.18045217,12.0761649,11.71853416,11.80978581,11.87528015,11.5646692,11.73899915,11.57467346,12.22627129,12.40848207,12.14313796,11.84937656,11.84206547,11.90830442,12.05303393,11.91616535,11.98187584,11.56958745,12.13513402,11.7443352,12.03075334,12.03437806,12.06440866,11.74331299,11.93162729,11.43028161,11.42099444,11.84054821,11.75682232,11.69895811,12.20472305,11.67932922,11.69198991,11.91922312,12.06104373,11.94658247,12.34196213,12.2741003,12.05452801,11.69742764
"TP53TG1",7.41333987,7.435540957,7.360883519,7.431881311,7.548551222,7.59515938,7.470338017,7.583954927,7.821971596,7.944031927,7.504405821,7.426603741,7.366233774,7.458234511,7.414180186,7.408030271,7.45682459,7.428520098,7.326463653,7.536053503,7.820031146,7.508637448,7.436662424,7.402288462,7.486404134,7.652894671,7.690082642,7.405713272,7.58034198,7.334138794,7.400995683,7.487929611,7.313578441,7.315988055,7.274974706,7.410458725,7.492973568,7.453201701,7.821302164,7.423109278
"APH1A",9.116004445,9.23847105,9.148170365,9.048002323,9.201298854,9.245238285,9.152485762,9.203866032,8.988382755,8.363332206,9.03471941,9.195738373,9.076585539,9.003543999,9.112349532,9.084826311,8.937125167,9.07037778,8.740067052,9.875039517,9.360088442,9.588058747,9.510456675,9.185274591,9.294371708,9.292740778,9.317186081,9.315099439,9.436082958,9.04358776,9.146379503,9.569763039,9.613897566,9.156829589,9.142379672,9.311918417,9.384587184,9.766963608,9.292939009,9.202120337
"MRPL54",10.50348092,10.67234578,10.5225423,10.35542598,10.50680939,10.58295015,10.10639674,10.61313932,10.26723146,9.709712808,10.29812559,10.12320318,10.16511804,10.09146712,10.03267944,10.11358851,10.00180224,10.26584005,9.946880548,11.13992285,10.84323015,10.34623447,10.5588416,10.47093946,10.50908417,11.07587687,11.16166476,10.24873643,10.47875041,10.40405797,10.60324151,10.765669,10.1540548,10.25175577,9.807955866,10.20258056,10.56185021,10.84036645,10.83276187,10.51360424
"RGCC",10.94918399,11.26837708,11.47935032,11.22204257,11.00018807,11.01661192,10.95691988,11.3427314,10.56185021,11.74938845,11.51451583,11.6466946,11.04866873,11.26729116,10.62668096,10.85080333,11.04788665,10.31961906,10.99846562,10.93746651,11.33276499,10.53312334,11.00562595,10.92121613,11.11419196,10.92442506,10.368286,10.87242787,10.88540201,10.90258314,11.30600414,9.910479191,10.17913157,10.49307486,10.75065507,10.3164637,9.934833442,10.87108204,11.33745633,11.09175007
"SCAND2P",7.259575953,7.284537408,7.245937462,7.219554979,7.268919704,7.26028512,7.253327336,7.262777566,7.101711057,7.052966322,7.393311042,7.228625936,7.275510812,7.251249984,7.246787641,7.170687416,7.204347723,7.359201425,7.268686082,7.241848009,7.121085742,7.17293734,7.172121651,7.249926396,7.221861435,7.089050131,7.121743556,7.084164424,7.143433242,7.147187927,7.143559165,7.22950991,7.195924752,7.286605027,7.314130243,7.2057178,7.144802174,6.992103236,7.248958934,7.165086689
"CHKA",7.695157582,7.778847941,7.733792467,7.774027786,7.5463878,7.846512534,7.802268352,7.706294237,8.187322153,7.933457228,7.719770045,7.834236569,7.779477672,7.79680112,7.829859135,7.855738437,7.805273436,8.00588711,7.695550299,7.7607262,7.692040649,7.893944996,7.616427116,7.824371979,7.709872131,7.793956461,7.822829211,7.864929454,7.804475708,7.966151519,7.930232363,7.826721241,8.026932413,7.885514755,7.837974373,7.751705638,7.786638068,7.986393973,7.622109696,7.944385525
"IQSEC2",7.159645349,7.199974735,7.154273141,7.21723634,7.086982159,7.20223838,7.210379495,7.220833691,7.031370051,7.148536078,7.241129579,7.395166398,7.384285165,7.087023408,7.303366092,7.293181128,7.19733071,7.355115232,7.336201836,7.356702372,7.217568064,7.402877678,7.338875101,7.354937239,7.19001084,7.379383377,7.368842351,7.403049188,7.293519921,7.217916151,7.256526237,7.564799535,7.246258406,7.183045814,7.233691274,7.357887032,7.198112821,7.172621595,7.270239015,7.249452995
"RYK",8.975001039,8.91345226,9.026050869,8.838232618,8.713826087,8.575485052,8.895580419,8.693245639,8.514361825,8.508929943,8.72208026,8.564428373,8.818171803,8.92438915,8.803806109,8.965756432,8.926321678,8.71361184,8.905071211,8.545360786,8.684597991,8.743966369,8.764371211,8.820312022,8.973654951,8.665958631,8.430444967,8.724427543,8.598225095,8.557022761,8.107287469,8.201275106,8.755295749,8.578709886,8.980219324,8.55092796,8.508322792,8.356848921,8.492293565,8.602730738
"RPL7",8.053150555,8.164447758,7.978192278,8.020324774,8.199871349,8.084291423,8.133157455,8.005500188,8.452946978,8.57364691,8.285342088,8.236138543,8.205966715,8.26251443,8.200617704,8.284363012,8.301374108,8.14204156,8.258477761,8.134618562,8.327663812,8.319997492,8.26685965,8.223989326,8.38061667,7.936224817,7.887317738,8.38146155,8.141909052,8.328041245,8.52486114,8.186752703,8.305166759,8.326362278,8.28948622,8.268842695,8.433745943,8.580104278,8.459402624,8.328705035
"ZNF876P",8.57543254,8.579355387,8.480735286,8.639284769,8.6159494,8.564704071,8.589935116,8.604262585,8.642117964,8.548101381,8.733671531,8.612441392,8.680289348,8.685599869,8.706188098,8.681319262,8.728180033,8.691849063,8.692082663,8.576258138,8.639936958,8.730496876,8.591700086,8.663387064,8.563995637,8.36238455,8.41898254,8.556300337,8.436289415,8.63591641,8.620497516,8.629662903,8.745747431,8.646707463,8.650185907,8.609972379,8.588238479,8.605027207,8.475830355,8.671277839
"DLEU2L",7.126229704,7.157525163,7.112771865,7.201160465,7.341816015,7.176838487,7.244351383,7.145875065,7.379528891,7.541486982,7.299196284,7.330820093,7.392433776,7.388930853,7.25567471,7.421218826,7.238733308,7.244812169,7.302616532,7.148407567,7.17314498,7.249935681,7.278034671,7.516526855,7.349742038,7.201738324,7.17691592,7.592373352,7.461399836,7.417773437,7.40121792,7.484566968,7.470281656,7.506994747,7.53131563,7.461323643,7.840058258,7.6001989,7.314482659,7.689291755
"UBXN6",8.789781806,9.151587921,8.807949373,8.770397548,8.82391433,8.820478595,8.797326068,8.737988322,7.986249228,7.952339412,8.875796396,9.250116471,8.849865047,8.865928889,8.785591115,8.716730751,8.587561852,9.065262365,8.846432353,9.263132555,9.035487001,9.288793188,9.350397351,8.755081731,9.118913827,9.265787785,9.097932828,8.334943769,8.007055195,9.108965561,8.890189585,8.776063139,8.707402619,8.666629608,9.035191971,8.978731048,9.123395645,11.54655737,9.248675006,9.308418444
"LINC00239",7.931123126,7.568915977,7.532840588,7.4241627,7.471099278,7.970576337,7.739477614,7.512949863,7.748805849,7.810382819,7.594397858,7.192655875,7.351177577,7.488956698,7.361801849,7.47406873,7.461360395,7.544537878,7.38846123,7.211145625,7.576206242,7.066052369,7.341991083,7.287262986,7.290615914,7.430735938,7.820547296,7.288244939,7.428556514,7.353161024,7.369498796,7.426937449,7.071316184,7.304979347,7.202285404,7.328185915,7.507767213,7.462141964,7.496235694,7.452009971
"MRE11",7.636623885,7.568743494,7.566368617,7.76761839,7.680818918,7.481523819,7.756982927,7.60687071,7.833536918,7.62266455,7.554258017,7.416079139,7.616836946,7.602628923,7.580466916,7.7352195,7.617029985,7.833530774,7.727958124,7.486908217,7.329031253,7.430560319,7.547121459,7.611998962,7.438726014,7.358990571,7.519209478,7.417707989,7.551161381,7.529217198,7.500222589,7.4326633,7.607337262,7.829516946,7.603606349,7.609615237,7.5618015,7.373735956,7.339401729,7.605928433
"SLC46A3",9.861121809,9.719445295,9.723442177,9.594170061,9.438386427,9.316335844,9.577077931,9.17392918,10.01276699,9.901428535,9.763746347,9.351045668,9.754338038,9.827059219,9.88452283,9.556554335,9.447731673,9.549181093,9.46019969,10.12013158,9.458206652,9.750818345,9.650459778,9.533323113,9.859112632,9.277290423,9.111521989,9.678830741,9.648915137,9.250451444,9.917262269,9.864746551,9.864378698,9.705269508,9.924919069,9.228340358,9.35987999,9.407955802,9.454701711,9.334867227
"CDH23",7.549372936,7.709233534,7.477518176,7.646463719,7.32905852,7.600832698,7.663835736,7.458348342,7.684814576,7.662831812,7.591237198,7.560013757,7.606623345,7.561513189,7.674656489,7.478381703,7.55651496,7.792953554,7.683107345,7.616657269,7.533134387,7.667819896,7.651780905,7.560048763,7.536848801,7.666969201,7.530917888,7.320411539,7.428524977,7.504017901,7.440834415,7.496918124,7.25539986,7.3022638,7.464537391,7.27979599,7.3801921,7.498581701,7.427876195,7.508631003
"DTX3",7.469218629,7.404219314,7.368842351,7.480630025,7.47978454,7.396184046,7.320703186,7.457564147,7.78867698,7.555384445,7.911358833,7.64178592,7.817232068,7.745706589,7.622897562,7.686970275,7.706671445,7.653665136,7.572823208,8.048207646,7.954649789,7.738375991,7.670137616,7.48527892,7.578119124,7.244970394,7.394686025,7.664568197,7.866584293,7.739019169,7.763714643,7.565025534,7.38930304,7.500777012,7.429647277,7.616214735,7.315277194,7.10978933,7.729186736,7.316034122
"SAAL1",9.038517118,8.851788711,8.919498896,8.964941216,9.028017373,8.798516327,8.975688074,8.978389856,9.331103923,9.382888983,9.013899915,8.969456748,8.920009784,9.115919929,8.911628672,8.784533018,9.091380111,8.689398406,8.98556703,9.06087126,8.955432252,8.965528905,9.112885409,8.865356077,8.996330554,8.674555113,8.84070483,8.857917831,8.96198442,9.071914408,9.410693441,8.969717188,8.5898068,9.237665527,8.950493785,8.879696544,9.100014163,8.933555525,8.968898009,8.820178916
"ATP9B",7.624143921,7.792104499,7.583392278,7.641098822,7.655151284,7.391100346,7.667347336,7.41244227,7.634380457,7.778068501,7.603124595,7.451655169,7.476493158,7.761685414,7.307264143,7.390379913,7.385607112,7.437285947,7.325841928,7.592780442,7.536405631,7.71405768,7.492425718,7.605708513,7.405186914,7.588508085,7.562481355,7.369228125,7.580652233,7.416944213,7.558432124,7.362747441,7.421934279,7.384709666,7.457775563,7.269794802,7.472117731,7.600036216,7.438122411,7.387605818
"H2BC11",8.229720967,9.506689604,8.507074482,9.059609449,9.025169468,8.989188122,8.74557904,9.324257518,9.097932828,8.743988126,8.723094986,9.449117067,8.837224341,9.288515449,8.487323333,8.525523941,9.151322809,9.215683692,9.318504398,8.682108029,9.821906449,8.413094029,8.735157931,10.28275832,9.177100067,9.29725058,10.12618821,8.359911815,8.51115318,9.434281272,8.080481463,8.313255542,11.00468045,8.196869457,9.038052838,9.276391512,9.306788552,10.38568879,10.03685221,10.82540087
"ST6GALNAC2",7.49230963,7.439115143,7.692128423,7.520178193,7.363265632,8.123140661,7.661596077,7.553796212,7.452852811,7.232915874,7.364221648,7.6018204,7.867613186,7.461152228,7.114536921,7.635865797,7.514799525,7.612451116,7.614522081,7.34506805,7.289291576,7.51123227,7.330191829,7.322211934,7.76084718,7.335552798,7.670821053,8.014432332,7.681133855,7.769595731,7.371657779,7.407186698,7.309836107,7.424265283,7.297936088,7.445361743,7.406095841,7.547835236,7.267956489,7.795535724
"ZBTB25",9.087430789,8.984414696,9.085574072,8.735756306,8.991432644,8.823594114,8.943332933,8.841103897,8.960908705,8.836153892,8.535078978,8.534921392,8.772214111,8.642170682,8.431739316,8.761291712,8.526926962,8.569349853,8.621177916,8.478278807,8.805782498,8.575352774,8.820316885,8.421344936,8.868839808,8.889008222,8.851543002,8.110761691,8.290077324,8.601957117,8.785886411,8.566092515,8.158588673,8.833735819,8.659290828,8.981595444,8.907395305,8.185485211,8.898368332,8.576902901
"CCNDBP1",9.228451781,8.954261954,9.168008878,9.124828951,9.255355765,9.146898323,9.219189742,9.29727347,8.752090145,8.55928443,9.229232221,9.151725335,9.223503372,9.332885792,9.172938334,9.188793446,9.208971611,9.18240672,9.17597366,9.105518213,9.218918845,8.976645554,9.26756646,9.332429881,9.188314339,9.120736398,9.196510707,9.469877043,8.940266927,9.192063542,8.990146842,9.018154741,9.184683649,9.198613287,9.112380112,9.307609115,9.313801702,9.839329611,9.273493626,9.331878539
"HACD3",8.134158269,8.258746667,8.065175602,8.113708249,8.247707053,8.017392941,8.136285302,8.147107565,8.267877649,8.377758751,8.156315914,7.87164886,8.00726914,8.125743122,8.081705387,8.194991715,8.210134837,8.080823439,8.08725635,7.875317392,7.875107255,7.835925015,7.979298262,7.938584036,7.80032482,7.948343956,7.94778281,7.891872682,8.136811855,8.041540406,8.065324831,8.028785155,7.760385392,8.268035556,8.119940968,8.123852993,8.01531345,7.738690437,7.968018204,7.725484101
"PEX19",9.112885409,9.198391262,9.079601315,8.933294376,8.994549743,9.009312737,9.088048287,8.876306861,9.428201237,9.417899338,8.713733289,8.900198058,8.684204,8.876015025,9.160784838,9.083170278,9.081112697,8.820178916,8.996562745,9.246910625,9.165194934,9.171814546,9.009828058,9.114029635,9.184606362,9.173050208,9.245942205,8.847238251,9.086675509,8.78629745,9.063788735,8.958019907,9.088048287,9.049935109,8.989488737,9.34106643,9.312373158,9.297944076,9.426905228,9.177352011
"PIGF",8.117095147,7.854437327,7.933590502,8.092274652,8.127614083,8.032015699,8.024385579,8.188234888,8.415810511,8.3533303,8.102183795,8.049815191,7.945336768,8.039707447,7.962258556,8.168804084,8.031689394,8.101416806,8.054331408,7.915149781,7.993941821,7.832462158,7.897939601,7.759011371,7.864102668,8.098226749,8.193732387,8.27658702,8.586899476,8.240351602,8.221138743,8.19218016,8.000089556,7.977886057,8.114756058,8.110107658,8.209913166,8.130006119,7.965448926,7.995947814
"MEGF9",7.987617808,7.585220103,7.905947859,7.903257491,7.768014579,7.805207213,7.974869482,7.832588804,8.405720721,7.745874666,8.267338676,8.46964851,8.732681713,8.310484339,8.018867442,8.350708724,8.231389056,8.099977107,8.418197892,7.744062181,8.24110774,8.438566466,8.313670463,8.412197735,8.228156745,8.09939185,7.954802434,9.075069265,8.524439951,8.121093757,8.005111844,7.995518016,8.420465177,8.361146249,8.351214744,8.042881851,8.420539352,7.938878151,7.969467941,8.6993357
"BRPF3",9.740387595,9.35987999,9.490176994,9.388405684,9.596082948,9.419929849,9.535074124,9.346789392,9.169254594,8.788892226,9.226870699,9.064083635,9.146266996,9.227177894,9.095826075,9.299703259,9.375852022,8.970296032,9.123647316,9.100014163,9.436278252,9.166185181,9.291165403,9.313614098,9.417549601,9.313938957,9.521063893,9.445881031,9.091380111,8.971151214,9.184069241,9.123395645,9.058730204,9.429492526,9.356311325,9.25287851,9.210810128,9.244217298,9.306435192,9.320220421
"KRTCAP2",11.8540771,12.09261016,12.08530049,11.82143399,11.77918584,12.17614728,11.89900565,12.13708912,11.06610736,11.57993767,10.85846673,10.95361301,10.7556529,10.94223664,10.99206948,10.89253447,10.81892883,11.19867094,11.01864461,12.00444802,11.56566762,11.24150177,11.10208265,11.16852295,10.95085986,12.16717506,12.36783652,10.42295408,11.51814119,10.87108204,10.85219942,11.06981426,10.60103161,10.77609,9.950104866,10.6895036,10.22098164,10.89677968,11.31120905,10.48756573
"BABAM2",8.469923583,8.484888139,8.401317669,8.491024532,8.558050151,8.414334666,8.496820017,8.483899715,8.391553523,8.403385424,8.543291412,8.544840434,8.596015688,8.623209891,8.60848138,8.388865363,8.370798517,8.65117843,8.584121663,8.993244089,8.729744721,8.620150225,8.693416926,8.514288366,8.571076131,8.617612568,8.615125187,8.493861389,8.504069613,8.689043803,8.560228702,8.771198434,8.748796051,8.504720815,8.372077854,8.594351103,8.423724267,8.637781056,8.695616945,8.571175794
"SAMD1",7.198024984,7.31305686,7.259813935,7.368584493,7.269323435,7.341991083,7.372034867,7.24084551,7.448842834,7.327263321,7.361628842,7.463057716,7.334169155,7.260772103,7.356956378,7.611995883,7.308531702,7.40747809,7.308531702,7.501871252,7.465352521,7.470660279,7.225573211,7.270608669,7.527202943,7.423680933,7.312225468,7.455157569,7.448724972,7.416304127,7.440080397,7.566472951,7.256327368,7.320703186,7.262392274,7.362331714,7.09117972,7.615048316,7.433691499,7.256265327
"WBP1L",7.925627766,7.867588884,8.056584285,7.882376811,7.969402554,8.061411906,7.948361422,7.948205656,6.996756981,6.924922999,7.856303254,7.883135864,7.927127042,8.007455228,7.965440938,7.932555128,7.953989063,7.996163297,7.842081931,7.845733969,7.861821437,7.748586631,7.954789353,7.881661163,7.847345503,8.091511104,8.100475267,7.628133911,7.179319272,7.921812362,7.813259381,7.949877168,7.965937393,7.763518771,7.981163026,8.02464604,7.848550203,7.809604961,7.818089627,7.890749699
"ZC3H18",7.672787668,7.71928591,7.899099415,7.803151792,7.707272681,8.106472052,7.800445882,8.112404977,7.931463824,7.795043556,7.878068508,7.937678948,7.984869206,7.958523231,7.849160737,7.970257922,7.783585862,7.973262049,7.769118802,7.994649671,8.298536686,8.031119539,7.906177859,8.159163435,7.958943958,8.17124612,8.338575286,8.003274641,8.181314504,8.004912161,7.876069871,8.170685531,7.729659499,7.922170899,7.76881315,8.262961458,7.795535724,7.76515998,8.019411357,7.93696887
"ARHGAP25",8.508898439,8.423675061,8.371461949,8.48454087,8.512530919,8.460562699,8.51660577,8.476331504,8.452754483,8.536717443,8.477065251,8.360815836,8.594713526,8.545871011,8.546071091,8.586554714,8.617956925,8.495009403,8.51295589,8.48368491,8.436991981,8.426833992,8.330355467,8.432746345,8.335447053,8.19026167,8.267224721,8.45233707,8.425467119,8.430955567,8.539498426,8.487945322,8.39129714,8.45303391,8.530069643,8.46568512,8.387259281,8.336861248,8.296788445,8.207416607
