Gene,MDG
TCN1,0.0008570487562061137
TNFAIP3,0.0008420334227048033
SYTL1,0.0008210323688232398
TLR10,0.0008083908668879482
SMIM24,0.0007952305023865205
C3AR1,0.0007852358915189699
FFAR2,0.0007781489018698394
ZNF91,0.0007512411678450368
CD38,0.0007494013040188532
GLRX,0.0007305488473269962
ZNF548,0.0007268068920335194
ROMO1,0.0007256221481009248
MCEMP1,0.0007217898516854754
DHDDS,0.0007211759624280367
CKAP4,0.0007176273080654092
RPL4,0.000711809902347182
CD247,0.0007098960757293106
NPRL2,0.0006869296765142088
SLC7A6,0.0006816885572720728
HERC6,0.0006627441064318375
PHPT1,0.000661519577671182
IFITM2,0.0006585116630640581
EIF3D,0.0006547003900767231
SASH1,0.0006488259721982155
BPI,0.0006440345676791875
LCN2,0.0006428790508714962
GSN,0.0006411475088720589
S100A12,0.0006370911765689277
CREG1,0.0006029159967352066
TXN,0.0006016177317190055
ISG20,0.000587484269192549
OAF,0.0005762235208550104
EEF2,0.00056830528903413
FOXO1,0.0005554603476301997
C1QB,0.0005501664688644232
PRC1,0.0005396067704375875
CAMP,0.00053552558069702
PCLAF,0.0005237041294085715
IL1B,0.0005145439899462507
CCR1,0.0005040217822448275
PNISR,0.00047636794548628557
ATP6V0E2,0.0004669499869078313
POLM,0.0004648292359821061
FLNA,0.00046361915910014774
AKR1C3,0.0004530257377586531
BANK1,0.00044577522844319685
MPO,0.0004426154780664625
RPS23,0.0004319365427369726
UBE2J1,0.00042588892393066394
EEF1B2,0.0004225541102546407
IFI30,0.00041974376687247897
SIGLEC9,0.000415654006844306
ANG,0.00040572913043712444
CD28,0.0004033647456753472
CTSG,0.0004016224044999777
CEACAM6,0.0003988614526554346
ADAR,0.0003970712044208931
KIR3DL1,0.0003955127551251354
GPR183,0.00039368870512418387
NMI,0.0003935604034828311
RPS27,0.0003874506959417246
MIAT,0.0003871681139825315
CD7,0.0003845024779789936
OSCAR,0.000381939132313694
CARD16,0.00038081325596842606
TMEM181,0.0003807455293151981
CEACAM8,0.00037976347280731904
SAP30,0.0003728758364350018
FBL,0.0003718869651115626
RETSAT,0.0003713804271836012
MYD88,0.000371063529203969
GYG1,0.00036523620410918725
CHMP5,0.00035120466086714094
SPOCK2,0.0003395816721189142
IL7R,0.0003364772310525906
IDH1,0.0003356071269155254
PLAUR,0.00032934903993266475
TRAF3IP3,0.00032701837386957364
CDC20,0.00031280390008715125
NSMCE2,0.00031202381000731825
SPSB3,0.0003080911235104345
TMC6,0.0003058961159895727
GP1BA,0.00029750538575320037
DYNLT1,0.0002958363430478794
EIF3L,0.00028768682518047896
AIM2,0.00028751881300804696
BATF,0.0002817307763164997
CD1C,0.00028155729191770294
CCNB2,0.00027920674232108356
PBX4,0.0002742039286122602
ACTL6A,0.0002734120463309377
IFITM1,0.00027081266356595717
H2BC4,0.0002617815616186168
EPHA4,0.0002600078512809096
CXCL10,0.00025780453519167937
TRIM21,0.0002501703294923529
CDKN1A,0.00024199517470444276
VNN1,0.00023928649825025322
RPS13,0.00022861908200480735
EEF1G,0.00022810263178622573
LILRA5,0.00022741066057854376
ADM,0.00022406951921390337
GRN,0.00021193401311830957
UBR2,0.00020912366391639096
IRF9,0.00020627404688830327
IFIT5,0.00020412948789075983
GPER1,0.00019768512421923024
NEU1,0.00019614488314490387
HLA-DPB1,0.0001944084830855991
HMOX1,0.00019072570079007475
ABCA1,0.00018582032717866855
RELB,0.00018459648979945927
HP,0.00018163208058237306
CD96,0.00018028969038321553
F2RL1,0.00017916510955199715
LTBR,0.0001758900350235246
MED13L,0.00017523739265484756
ACTR1B,0.00017131449857760812
TLE4,0.00016854087401424223
GNLY,0.0001665175836109557
TLR5,0.00016626798942134685
MEFV,0.00016443110777694447
ELANE,0.00016083242754485604
LY96,0.0001528268777703334
SIRPA,0.00014838756015226614
HCK,0.0001471422004290475
HDAC1,0.00014703130989081111
ATF7IP2,0.00014598032508513062
RIGI,0.0001446823865459732
RPS3,0.00014443375391241973
TRIM25,0.00014440636865446923
GZMK,0.00014172500947678163
CTSA,0.0001407865876760354
CDKN1B,0.00013736296821442013
DYSF,0.00013506689936008812
LGALS9,0.00013326031398319395
ITPK1,0.0001324794944197947
STT3B,0.00013148181566363258
SESN1,0.00013090795663817795
CASP5,0.00012826133422880008
ITFG2,0.0001264208028105025
SPG11,0.0001236948340249615
CD14,0.00012027745544049898
TK1,0.00012020978822646672
ATG16L1,0.00011968543567158769
HLA-DPA1,0.00011840602118190193
UBE2S,0.00010838774882863134
H2BC5,0.00010050513453239213
EP300,9.99068090690546e-05
CFP,8.109624931985642e-05
GSDMB,8.045977011494279e-05
JUP,7.972027972027964e-05
HNRNPD,7.847222210341634e-05
H2BC6,7.80399984345029e-05
NPRL3,7.768182690291575e-05
GADD45A,7.743509728681633e-05
CLEC5A,7.720527899867783e-05
RPL13A,7.59190874348561e-05
KDM3B,6.931034482758697e-05
NUSAP1,6.060606060606243e-05
FPR1,5.3552836191555923e-05
CXCR6,5.12244092970307e-05
ZNFX1,5.1175251140184146e-05
RRAGD,4.92901052757733e-05
OSM,4.074074074074189e-05
BST1,2.7961211739431373e-05
CLEC4D,2.742953420618568e-05
TIMP2,2.6137463697967143e-05
BCL7C,2.5440464666020756e-05
PSG9,2.444801352812739e-05
ZNF831,2.0916649488078297e-05
RPS27A,4.4237839151717005e-06
MAFB,3.7872068192630234e-06
JAK2,1.279033636455423e-18
CTSZ,1.227551431894309e-18
PRDX4,8.511023261133836e-19
SPHK2,6.5213940690166695e-19
ANAPC16,3.0712274828578017e-19
STAT4,2.1072617714809004e-19
CFD,1.5754206386338324e-19
SP100,6.493712066974866e-20
SIGLEC5,4.070302116281115e-20
SKAP1,3.88927000723995e-20
TLR2,0.0
MNDA,0.0
FCAR,0.0
