Gene
CASP8
CXCR6
EGR1
EXOSC4
F12
FCGR1BP
FUT4
GSTO1
HNRNPH1
IFI27
IFI6
IFITM3
IL1B
NFKBIA
PLEKHA1
PTGDS
RBM14
ROMO1
SH2D1B
SMARCD3
SRSF4
TLR10
TNFAIP3
TNFAIP6
USP7
